MMSI,TIMESTAMP_UTC,LON,LAT,SPEED_KNOTSx10,COURSE,HEADING,SHIP_ID,STATUS,LENGTH,WIDTH,GRT,DWT,DRAUGHTx10,V15,V16,V17,V18,angle,min_dist,depth_lon,depth_lat,depth_dep
276829000,1485887910,24.903971,60.112190000000005,16.2,187,188,4691590,0,212,30.6,49134,6080,7.0,333,139,1305.4324,1145.38204483196,358.68222709787676,1885.6782157583077,24.90791667,60.129,-0.6990000009999999
276829000,1485938175,24.903851,60.1115,17.2,188,188,4691590,0,212,30.6,49134,6080,7.0,361,121,1199.0616,1054.81237118367,358.61471650197973,1962.8098067809858,24.90791667,60.129,-0.6990000009999999
276829000,1485981254,24.903230999999998,60.109798,16.0,188,188,4691590,0,212,30.6,49134,6080,6.5,370,131,1216.728,1089.65087275183,358.94490721500557,2155.181254308706,24.90791667,60.129,-0.6990000009999999
276829000,1486046028,24.904751,60.11463199999999,16.5,184,185,4691590,0,212,30.6,49134,6080,6.5,395,144,1374.7679999999998,1211.22099919273,1.2753618760737027,1610.4469551434581,24.90791667,60.129,-0.6990000009999999
276829000,1486046177,24.901819,60.10356899999999,16.5,187,188,4691590,0,212,30.6,49134,6080,6.5,395,149,1422.503,1240.90911460154,358.82648011905314,2853.5904493791163,24.90791667,60.129,-0.6990000009999999
276829000,1486132687,24.901119,60.101471,16.9,186,186,4691590,0,212,30.6,49134,6080,6.5,424,210,2048.382,1762.1747413893202,1.0286138428623417,3090.326555759057,24.90791667,60.129,-0.6990000009999999
276829000,1486220232,24.90308,60.108589,16.5,188,189,4691590,0,212,30.6,49134,6080,6.8,452,137,1307.9389999999999,1168.0499898105,357.7462140245509,2289.9224301062877,24.90791667,60.129,-0.6990000009999999
276829000,1486241644,24.89995,60.100189,16.8,187,186,4691590,0,212,30.6,49134,6080,6.4,456,138,1338.9312,1159.78242024251,1.8611362131626947,3240.380335224713,24.90791667,60.129,-0.6990000009999999
276829000,1486305251,24.90415,60.111328,16.4,186,186,4691590,0,212,30.6,49134,6080,6.4,481,217,2060.4584,1855.7381220820898,0.07289762296238678,1980.0196958419426,24.90791667,60.129,-0.6990000009999999
276829000,1486305382,24.89992,60.101471,17.8,190,189,4691590,0,212,30.6,49134,6080,6.4,481,131,1338.8724,1120.9058864401,359.252549276614,3099.187883237952,24.90791667,60.129,-0.6990000009999999
276829000,1486391704,24.899851,60.101131,19.2,190,188,4691590,0,212,30.6,49134,6080,6.4,512,209,2287.6304,1879.6414679073898,0.22270761983168086,3137.2279693104792,24.90791667,60.129,-0.6990000009999999
276829000,1486414139,24.900999,60.102661,20.3,190,189,4691590,0,212,30.6,49134,6080,6.5,518,204,2349.1416,1823.2563371301,358.47068358196947,2959.6427624811336,24.90791667,60.129,-0.6990000009999999
276829000,1486456337,24.90333,60.110721999999996,17.3,187,186,4691590,0,212,30.6,49134,6080,6.5,540,138,1374.6732,1230.8926081318598,1.1396356359633728,2052.3355329062515,24.90791667,60.129,-0.6990000009999999
276829000,1486456464,24.899851,60.10001,20.4,186,185,4691590,0,212,30.6,49134,6080,6.5,540,127,1469.0344,1206.69847432435,2.909113840136513,3260.8901108774485,24.90791667,60.129,-0.6990000009999999
276829000,1486492501,24.90222,60.107268999999995,18.1,190,189,4691590,0,212,30.6,49134,6080,6.7,555,127,1317.7266,1115.20398078028,358.4557222454332,2441.774480594636,24.90791667,60.129,-0.6990000009999999
276829000,1486542798,24.903570000000002,60.110209999999995,16.5,188,188,4691590,0,212,30.6,49134,6080,6.7,582,120,1145.64,1010.26524630015,358.58689098628486,2107.3778032165674,24.90791667,60.129,-0.6990000009999999
276829000,1486564384,24.903271,60.1092,16.7,188,188,4691590,0,212,30.6,49134,6080,6.7,586,139,1341.4334,1211.96085857265,358.68024303507644,2221.0735041016483,24.90791667,60.129,-0.6990000009999999
276829000,1486588571,24.901079,60.10265,20.2,187,186,4691590,0,212,30.6,49134,6080,6.7,593,198,2269.7928,1869.70007689793,1.3821997080939354,2960.283314371776,24.90791667,60.129,-0.6990000009999999
276829000,1486629329,24.903570000000002,60.109299,18.4,188,188,4691590,0,212,30.6,49134,6080,6.7,614,138,1453.3056,1207.57391003202,358.2849716640301,2208.2375321962695,24.90791667,60.129,-0.6990000009999999
276829000,1486672335,24.903098999999997,60.106861,19.2,189,189,4691590,0,212,30.6,49134,6080,6.7,623,157,1718.4592,1449.0635836049898,357.20002337111157,2481.1033561138192,24.90791667,60.129,-0.6990000009999999
276829000,1486737389,24.90395,60.11348,17.0,185,185,4691590,0,212,30.6,49134,6080,6.7,650,133,1304.198,1137.0904984669198,2.269786147154889,1743.1567176797787,24.90791667,60.129,-0.6990000009999999
276829000,1486910243,24.905379999999997,60.116032,16.4,181,183,4691590,0,212,30.6,49134,6080,6.9,715,138,1310.3376,1158.52224484364,2.575823770645229,1451.6874834524626,24.90791667,60.129,-0.6990000009999999
276829000,1486932485,24.904831,60.11441,17.4,185,188,4691590,0,212,30.6,49134,6080,6.9,721,198,1982.6136,1700.4344815035502,358.02563324050885,1634.5623145136474,24.90791667,60.129,-0.6990000009999999
276829000,1486932611,24.902069,60.104328,18.7,187,189,4691590,0,212,30.6,49134,6080,6.9,721,126,1346.5116,1131.5364357777498,357.74856845337786,2767.9766461317545,24.90791667,60.129,-0.6990000009999999
276829000,1486975078,24.902201,60.105228000000004,16.5,188,189,4691590,0,212,30.6,49134,6080,6.9,742,193,1842.5710000000001,1642.54448305159,357.84486022011356,2667.539298496257,24.90791667,60.129,-0.6990000009999999
